"URL","Title","Author","Status","Publish Date","Scheduled Date","Category","Tags","Word Count","Main Topic","Search Intent","Content Type","Originality","Evidence","Sources","First-Hand Experience","Factual Claims","AI-Generic Characteristics","Potential Duplication","Potential Cannibalization","Quality Score","Recommended Action","Notes"
"(not live) /two-factor-authentication-explained-which-method-is-actually-safest","Two-Factor Authentication Explained: Which Method Is Actually Safest","Muthu","SCHEDULED","","2026-10-12","Tech","security; privacy; authentication","837","Comparing SMS OTP, TOTP apps, push approval, and hardware keys/passkeys by what attack each resists","commercial-investigation (deciding which 2FA method to adopt)","Comparison","Technically substantive — correctly explains TOTP's hash-based mechanism, SIM-swap risk, adversary-in-the-middle relay attacks against TOTP, MFA fatigue, and why FIDO2/passkeys are structurally phishing-resistant via domain-bound cryptography. This is more accurate and specific than a typical generic '2FA is more secure, turn it on' answer.","Includes a genuine comparison table (Stops SIM swap / Stops phishing / Works offline) and names specific real products (Google Authenticator, Authy, YubiKey, Microsoft Authenticator) rather than relying on vague assertion.","generic mentions only (no cited security research, though the technical mechanisms described are independently verifiable)","none","The FIDO2/passkey domain-binding claim, TOTP 30-second window, and SS7 vulnerability are all accurate; the note that 'some banks and government portals in India still only support SMS-based verification' is a reasonable, current characterization for an Indian audience.","8 H2s for 837 words is comparatively tighter than most of this batch, but still adds several 'What to Do If...' padding sections (backup codes, SMS-only services) after the core comparison is already complete","how-two-factor-authentication-actually-stops-account-hacks","how-two-factor-authentication-actually-stops-account-hacks","6","MERGE","The strongest technical piece in this batch, but it directly overlaps with the already-published 'How Two-Factor Authentication Actually Stops the Most Common Account Hacks' — both are 2FA-mechanism explainers competing for the same query, so one should absorb the other rather than both going live."
"(not live) /how-to-check-what-personal-data-google-has-on-you-and-delete-it","How to Check What Personal Data Google Has on You (And Delete It)","Muthu","SCHEDULED","","2026-10-13","Tech","privacy; google; data","1506","Walking through My Activity, Timeline, My Ad Center, and Takeout to see and delete Google's stored data","informational/transactional (how to view and delete personal data Google holds)","How-to guide","More concrete than a typical generic privacy listicle: it names the four actual settings pages by URL and correctly notes the 2024 shift of Timeline data to on-device storage, which a lazier or outdated AI answer would likely miss.","Concrete: specific real URLs (myactivity.google.com, myadcenter.google.com, takeout.google.com) and specific retention options (3, 18, 36 months), though no external statistics or named sources are cited.","none","none","The claim that Google Timeline moved to on-device storage by default (rolled out through 2024) is accurate and current; auto-delete windows of 3/18/36 months for My Activity are correct as of recent Google account settings.","19 H2 sections across 1506 words — the familiar fragmented, long-tail-keyword structure seen across this whole batch; formulaic 'Checking What X' / 'What Happens to Y' subheadings covering edge cases (Family Link, Workspace accounts, YouTube history) that pad length without deepening the core walkthrough","none","none","6","IMPROVE","Genuinely useful and currently accurate step-by-step content, weakened mainly by excessive keyword-driven subsection padding rather than factual problems."
"(not live) /what-a-vpn-actually-protects-you-from-and-what-it-does-not","What a VPN Actually Protects You From, and What It Does Not","Muthu","SCHEDULED","","2026-10-14","Tech","security; privacy; vpn","868","What a VPN's encryption actually does and doesn't protect against, including Indian VPN logging law","informational (understanding VPN capabilities/limits before using or buying one)","Explainer","Better than average VPN content: it correctly separates the single technical mechanism (encrypted tunnel to provider server) from marketing claims, and accurately covers CERT-In's 2022 VPN logging rules and the resulting withdrawal of Indian VPN server locations by major providers — a detail generic AI answers frequently omit or get wrong.","Names a specific real regulation (CERT-In rules, in effect since 2022) with concrete requirements (name, address, usage period, IP logs), which is a genuine, checkable factual anchor rather than vague assertion.","named and specific (cites the actual CERT-In regulation and its effective date)","none","The CERT-In VPN logging rule and the resulting exit of Indian VPN server locations by several providers are accurate and current; the split-tunneling and no-logs-claim-is-unverifiable points are also technically sound.","10 H2 sections for 868 words with several short 'Why X Varies' padding sections after the core explainer is already complete","none","none","6","IMPROVE","One of the more factually grounded pieces in the batch thanks to the specific, correctly-dated CERT-In regulation detail; still unsourced beyond that one citation."
"(not live) /how-to-spot-a-fake-job-offer-sent-over-whatsapp-or-telegram","How to Spot a Fake Job Offer Sent Over WhatsApp or Telegram","Muthu","SCHEDULED","","2026-10-15","Career","jobs; whatsapp; scams","1526","How WhatsApp/Telegram task-based job scams are structured and how to verify an offer before engaging","informational (how to recognize and avoid a job scam)","How-to guide","Goes beyond generic 'too good to be true' warnings by describing the actual scam mechanics (small real payouts to build trust, escalating deposit requests, social-proof group chats), which is a more specific and useful structure than most generic scam-warning content.","Names real, specific resources (National Cyber Crime Reporting Portal at cybercrime.gov.in, helpline 1930) rather than vague 'report it to authorities' advice.","generic mentions only (names the correct portal/helpline but no cited data on scam prevalence or law enforcement outcomes)","none","cybercrime.gov.in and the 1930 cybercrime helpline number are accurate and current for India; the scam mechanics described (small trust-building payouts, deposit escalation) are consistent with widely reported patterns, though no specific case or statistic is cited to back the claim.","17 H2 sections across 1526 words in the same fragmented structure as the rest of the batch; formulaic 'Why X' / 'How These Scams Adapt When Y' subheadings that pad an already-complete core explanation","none","how-to-verify-a-company-is-real-before-accepting-a-job-offer","6","MERGE","Overlaps in intent with the scheduled 'How to Verify a Company Is Real Before Accepting a Job Offer' — both address vetting a job offer's legitimacy before accepting, and sit in the same site-wide cluster of scam-detection content alongside the phishing and fake-loan-app articles."
"(not live) /why-you-should-not-reuse-passwords-what-happens-when-one-site-gets-breached","Why You Should Not Reuse Passwords: What Happens When One Site Gets Breached","Muthu","SCHEDULED","","2026-10-16","Tech","security; privacy; passwords","811","How credential stuffing mechanically turns a breached, reused password into access to other accounts","informational (understanding why password reuse is risky)","Explainer","The step-by-step 'realistic chain of events' (forum breach → leaked pair → credential stuffing → email reset → bank reset) is a genuinely clear mechanistic explanation, more specific than the typical 'use strong passwords' advice, and correctly distinguishes strength from uniqueness as separate defenses.","Names a specific real tool (haveibeenpwned.com) and a specific real feature (Chrome's Password Checkup) as concrete, checkable resources rather than vague suggestions.","generic mentions only (names haveibeenpwned.com and Chrome Password Checkup but cites no breach statistics or study)","none","The salted-hash, offline-cracking, and credential-stuffing mechanics described are technically accurate; haveibeenpwned.com and Chrome's Password Checkup are real, current, correctly-described tools.","9 H2 sections for 811 words with several short padding sections ('Why Password Managers Feel Riskier Than They Actually Are') after the core mechanism is already explained","none","how-to-set-up-a-password-manager-in-15-minutes (complementary problem/solution pair within the same batch, both keyed to 'password manager')","6","IMPROVE","One of the more technically solid explainers in the batch; would benefit from an actual current breach statistic (e.g., a cited count of accounts in a known dataset) rather than only naming the checking tool."
"(not live) /how-to-set-up-a-password-manager-in-15-minutes","How to Set Up a Password Manager in 15 Minutes","Muthu","SCHEDULED","","2026-10-17","Tech","tools; security; passwords","1540","A seven-step walkthrough for installing and configuring a password manager","commercial-investigation (choosing and setting up a password manager, e.g., Bitwarden vs 1Password)","Tutorial","The numbered-step structure and specific advice (write the master password physically, disable browser-native saving to avoid dual stores, use the manager's own generator at 16+ characters) is more concrete than a generic 'you should use a password manager' post, though the core steps are ones any competent generic AI answer would also produce.","Names specific real products (Bitwarden, 1Password, Google's built-in manager) and gives concrete per-step time estimates, though no statistics or external sources are cited.","generic mentions only (names specific real products but no cited source for any claim)","none","Zero-knowledge encryption description is accurate; Bitwarden's free tier being feature-complete for a first-timer is a reasonable, current characterization; the claim that some Indian banking/government portals block autofill/paste on login fields is plausible and India-relevant but not backed by any named example.","21 H2 sections across 1540 words (~73 words/H2) — the most fragmented article in this batch, heavily suggestive of programmatic long-tail keyword expansion; many 'Why X Doesn't Weaken/Replace Y' philosophical-reassurance subheadings that don't add new instructional content beyond the seven core steps; closing 'What Success Actually Looks Like a Month Later' section is generic motivational padding rather than substantive","none","why-you-should-not-reuse-passwords-what-happens-when-one-site-gets-breached (complementary within the same batch, both centered on password managers)","5","IMPROVE","Practically useful step-by-step content undermined by the most extreme H2 fragmentation in the batch — nearly half the article is padding sections added after the actual seven-step tutorial is already complete."
"(not live) /how-upi-fraud-actually-happens-the-five-warning-signs","How UPI Fraud Actually Happens: The Five Warning Signs","Muthu","SCHEDULED","","2026-10-18","Finance","money; fraud; upi","832","How UPI payment fraud actually works (Pay vs Collect requests) and five behavioral warning signs to catch it","informational (readers searching to understand/avoid UPI scams, not to transact)","Explainer","The Pay-vs-Collect framing that ties every scam pattern back to one root mechanism is a slightly sharper structure than average, but the individual facts (fake refund, QR scam, screen-sharing apps, urgency calls) are standard content on any bank fraud-awareness page or basic search.","No data, statistics, or case studies; only general assertions plus generic references to the government cybercrime portal and helpline number.","generic mentions only — cybercrime.gov.in and the 1930 helpline are named as resources but nothing is quoted or cited","none — purely instructional second-person voice, no claimed personal encounter with a scam","Pay/Collect UPI mechanics, cybercrime.gov.in, and the 1930 helpline are all accurate and current for an Indian audience in 2026; no numeric or dated claims present that could be stale.","templated hook-mechanism-list-bonusH2s-checklist structure typical of the whole batch; one H2 roughly every 80 words, favoring heading breadth over depth; no named individual, quote, or first-hand incident anywhere; generic 'you' instructional voice throughout","none","how-to-report-a-fraudulent-upi-transaction-and-actually-get-your-money-back (same UPI/fraud/money tag cluster, prevention vs. recovery angle on the same query space)","5","HOLD FROM PUBLICATION","Factually sound and India-appropriate, but thin per-section depth and no unique data make it generic AI-mill quality rather than a standout piece."
"(not live) /what-end-to-end-encrypted-actually-means-for-an-app-you-use-daily","What End-to-End Encrypted Actually Means for an App You Use Daily","Muthu","SCHEDULED","","2026-10-19","Tech","privacy; encryption; messaging","1010","What end-to-end encryption technically does and does not protect (message content vs. metadata vs. cloud backups)","informational (conceptual understanding of a privacy term, not a purchase decision)","Explainer","Correctly explains a genuinely under-understood nuance (E2EE protects content but not metadata or unencrypted backups), but this exact breakdown is standard material already covered by EFF, WhatsApp's own security pages, and countless privacy explainers.","No data, statistics, or named research; entirely general technical assertion.","generic mentions only — references Signal, WhatsApp, and iMessage by name as examples but cites no specific document, paper, or spokesperson","none — no personal testing or anecdote, fully instructional voice","Technical description of E2EE, metadata exposure, and backup encryption gaps is accurate and consistent with how these apps actually work; no numeric claims to verify, nothing outdated or India-specific to flag.","same templated hook-mechanism-bonusH2s-closing structure as the rest of the batch; heavy heading density relative to word count; no first-hand test of any app's actual settings, purely descriptive; could run unchanged on a non-Indian site with zero edits — nothing here is India-specific despite the site's other India-targeted content","none","none found in the master list","6","IMPROVE","The clearest and most conceptually useful of the batch, but still fully generic — no unique data, screenshots, or India-specific angle to justify standalone existence over a good AI answer."
"(not live) /how-to-recognize-a-fake-loan-app-before-it-drains-your-bank-account","How to Recognize a Fake Loan App Before It Drains Your Bank Account","Muthu","SCHEDULED","","2026-10-20","Finance","money; loans; fraud","1501","How to identify fraudulent instant-loan apps in India using RBI/NBFC registration checks and permission red flags","informational (protective/verification research before or during use of a loan app)","How-to guide","Combines the RBI NBFC-registration check with concrete permission red flags (contacts/SMS/gallery access) and CEIR-adjacent regulatory detail (grievance officer, cooling-off period) in a genuinely more complete way than a quick search would surface, though the core RBI-check advice itself is already widely publicized by RBI and Indian financial press.","No data or case studies; general assertions, though grounded in named real regulatory mechanisms (RBI NBFC list, digital lending guidelines).","generic mentions only — RBI, rbi.org.in, cybercrime.gov.in, and 1930 are named as resources but no specific circular, report, or date is cited","none — fully instructional, no claimed personal loan-app experience","RBI NBFC registration requirement, digital lending guidelines' grievance-officer and cooling-off-period provisions, and the cybercrime.gov.in/1930 reporting path are all accurate for India in 2026; no red flags in the factual content.","same templated structure as the rest of the batch, with an unusually high 17 H2s crammed into 1501 words (~88 words/section); no named victim case or specific app example, everything stays abstract/generic; no first-hand verification of the RBI list process actually being walked through","none","how-to-read-a-loan-apr-instead-of-just-the-emi (same Finance/loans query cluster, different angle — legitimate-lender fraud detection vs. reading loan terms)","6","IMPROVE","The most India-regulation-specific and actionable article in the batch, but still lacks any concrete example (a real app name, a real RBI list screenshot) that would move it past generic synthesis."
"(not live) /wired-vs-wireless-earbuds-what-you-actually-give-up-either-way","Wired vs Wireless Earbuds: What You Actually Give Up Either Way","Muthu","SCHEDULED","","2026-10-21","Reviews","audio; gadgets; buying-guide","965","Trade-offs of wired vs. wireless earbuds — latency, audio compression, battery degradation, and loss risk","commercial-investigation (comparison research ahead of an earbuds purchase)","Comparison","Frames the comparison around what is lost rather than gained, a mildly distinct angle, but the underlying trade-offs (Bluetooth codec latency, SBC/AAC compression, case battery degradation) are generic audio-tech knowledge repeated across countless tech sites.","Gives generic latency figures (100-200ms) and codec names, but no measured/tested data — just commonly cited spec ranges.","generic mentions only — codec names (SBC, AAC, aptX) referenced without any specific test or manufacturer citation","none — no evidence any earbud pair was actually tested by the author, despite the confident specificity of the claims","Bluetooth codec latency and compression trade-offs are broadly accurate; no India-specific or numeric claims that look outdated or wrong.","templated structure matching the rest of the batch, including a closing comparison table; no specific product or model mentioned anywhere despite being a buying-adjacent comparison piece; generic enough to apply to any country's market","none exact","how-to-choose-budget-wireless-earbuds-under-2000-what-actually-matters (PUBLISHED, same Reviews category, overlapping audio/buying-guide/gadgets tags and earbuds-purchase query intent)","5","MERGE","Directly competes with an already-published earbuds buying guide on the site; consider folding the wired-vs-wireless trade-off content into that piece rather than publishing a second earbuds article."
"(not live) /power-bank-buying-guide-what-the-mah-number-does-not-tell-you","Power Bank Buying Guide: What the mAh Number Does Not Tell You","Muthu","SCHEDULED","","2026-10-22","Reviews","gadgets; buying-guide; electronics","807","Why a power bank's rated mAh overstates usable charge, and what specs actually matter (wattage, cell quality, DGCA flight limits)","commercial-investigation (pre-purchase research on power bank specs)","How-to guide","The voltage-conversion-loss explanation (3.7V cells to 5V USB, ~60-75% usable capacity) is a less commonly explained detail that adds some genuine value, but it remains standard electrical-engineering trivia repeated in many existing power-bank buying guides.","Cites a plausible efficiency range (60-75%) and the DGCA/BCAS 100Wh cabin-only limit, both concrete numbers, though neither is sourced to a specific test or document.","generic mentions only — BIS certification and DGCA/BCAS rules are named but not linked or quoted directly","none — no evidence of the author testing an actual power bank's real output","The DGCA/BCAS 100Wh cabin-baggage-only rule (~27000mAh nominal) is accurate for Indian air travel; the BIS certification requirement for power banks is accurate; conversion-loss estimate is a commonly cited plausible range, not independently verified.","same templated batch structure (hook, mechanism, bonus H2s, sizing formula close); 9 H2s in 807 words, thin per-section depth; no specific power bank model or brand tested or named","none","none found in the master list","5","IMPROVE","Reasonably useful technical explanation but entirely generic and unverified by any actual product testing, typical mid-tier AI-mill output."
"(not live) /how-to-tell-if-a-deal-price-online-is-actually-a-discount","How to Tell If a Deal Price Online Is Actually a Discount","Muthu","SCHEDULED","","2026-10-23","Finance","money; shopping; online-shopping","1511","How to verify whether an online sale discount (Amazon India/Flipkart) is genuine using price-history and cross-platform checks","commercial-investigation (verifying a deal before buying)","How-to guide","Names several specific, real tactics (MRP-based fake discounts, coupon-and-bank-offer stacking, price anchoring, bundle-value inflation) with reasonable India-marketplace specificity, but none of it goes beyond what any 'how to spot a fake sale discount' search already surfaces widely.","No actual price-history data, screenshots, or named product examples are shown despite the whole premise being about checking price data — the advice to 'check price history tools' is never demonstrated with a real one.","generic mentions only — 'browser extensions and price-tracking tools' referenced without naming a single one","none — no evidence the author ever actually ran this check on a real listing","General description of MRP-based discount inflation and bank-offer stacking is accurate to how Indian e-commerce sales work; no numeric or dated claims that could be verified as wrong, but also no concrete claims at all beyond generalities.","same templated batch structure, with an unusually high 18 H2s in 1511 words (~84 words/section); advises using 'price history tools' without ever naming one, a classic AI hedge that avoids specificity; no real product or price example used anywhere in a piece explicitly about prices","none","best-time-of-year-to-buy-electronics-in-india-what-the-sales-calendar-shows (same batch, same Finance/shopping tag cluster, overlapping 'how to get the best deal' query intent); how-to-check-a-products-real-reviews-instead-of-fake-ones (Reviews category, overlapping online-shopping/consumer-rights tags)","5","IMPROVE","Longest article in the batch by word count but not by substance — never names a single actual tool, product, or price, undermining its own premise of teaching readers to verify real numbers."
"(not live) /ssd-vs-hdd-for-a-budget-laptop-where-the-money-should-actually-go","SSD vs HDD for a Budget Laptop: Where the Money Should Actually Go","Muthu","SCHEDULED","","2026-10-24","Reviews","hardware; buying-guide; laptops","974","Why SSD vs HDD matters more than storage capacity for how a budget laptop feels day to day","commercial-investigation (component-priority research before a laptop purchase)","Comparison","Correctly explains why SSD read/write speed dominates perceived performance more than CPU choice on a budget machine, with plausible generic speed figures, but this is one of the most commonly written laptop-buying topics online with near-identical framing everywhere.","Gives generic spec figures (HDD ~100-160 MB/s, SATA SSD ~500 MB/s) that are standard published specs, not independently tested numbers.","generic mentions only — no manufacturer, benchmark, or review site named","none — no evidence of an actual laptop being tested or timed","Storage-speed figures for HDD, SATA SSD, and NVMe are broadly accurate industry specs; no numeric claims look outdated or India-context-wrong.","same templated batch structure including closing use-case table; generic enough to apply in any market, nothing India-specific despite site's India focus elsewhere; no specific laptop model tested or cited","none","how-much-ram-you-actually-need-in-a-laptop-in-2026 (same batch, same Reviews-adjacent hardware/buying-guide/laptops tags, both answering 'what component should I prioritize on a budget laptop')","5","IMPROVE","Technically sound but fully generic; forms an unplanned-looking pair with the RAM article that competes for the same 'what matters most in a budget laptop' query."
"(not live) /best-time-of-year-to-buy-electronics-in-india-what-the-sales-calendar-shows","Best Time of Year to Buy Electronics in India: What the Sales Calendar Shows","Muthu","SCHEDULED","","2026-10-25","Finance","money; shopping; electronics","840","Annual Indian e-commerce sale calendar and how to time an electronics purchase around launch cycles","commercial-investigation (timing a purchase decision)","Explainer","Maps the Indian retail sale calendar (Republic Day, mid-year, Independence Day, festive season, year-end) with reasonable India specificity, but asserts which window is 'deepest' without showing any actual historical price data to back the claim.","No data, price history, or named examples anywhere — every claim about which sale window is deepest is asserted, not demonstrated.","none — no price-tracking tool, retailer, or report is cited for any of the calendar or discount claims","none — no evidence of the author having tracked prices across an actual year","The described sale calendar (Republic Day Jan, festive Sept-Oct, year-end Dec) and the Union Budget's early-February import-duty timing are both plausible and consistent with known Indian retail patterns, but presented with no supporting data at all.","templated structure with closing calendar table, matching the rest of the batch; confidently asserts comparative claims ('deepest and widest discount window') with zero supporting evidence; no specific product, brand, or past sale event named anywhere","none","how-to-tell-if-a-deal-price-online-is-actually-a-discount (same batch, same Finance/shopping tag cluster, overlapping shopping-timing/discount query space)","4","HOLD FROM PUBLICATION","Weakest of the batch — makes comparative claims about discount depth with no data whatsoever to support them, which is exactly the kind of unverifiable assertion that reads as AI filler."
"(not live) /how-to-spot-a-refurbished-phone-listed-as-new","How to Spot a Refurbished Phone Listed as New","Muthu","SCHEDULED","","2026-10-26","Tech","smartphones; consumer rights; buying-guide","1509","How to verify whether a phone sold as 'new' in India is actually refurbished, using IMEI, CEIR, and battery-health checks","commercial-investigation (pre-purchase and post-delivery verification)","How-to guide","Combines several genuinely distinct and India-specific verification methods (IMEI warranty check, CEIR blacklist check, battery health, software activation date, GST invoice) into one coherent sequence more thoroughly than a typical version of this guide, a real if modest synthesis value.","No data or case examples, but methodology is concrete and checkable (specific menus, specific government registries named).","generic mentions only — CEIR, brand warranty-check tools, and Flipkart/Amazon return-window policy referenced by name but not linked or quoted directly","none — no evidence the author actually ran these checks on a real device, despite the confident procedural detail","IMEI warranty checks, India's CEIR blacklist registry, and Flipkart/Amazon's typically short (often ~7 day) phone return windows are all accurate and current for 2026 Indian buyers; no red flags identified.","same templated batch structure, with an unusually high 18 H2s in 1509 words (~84 words/section); no specific phone model, seller, or brand named as an example anywhere; prescribes a precise 'order to run these checks in' without ever having demonstrated running them","none","none strong — top-5-budget-smartphones-of-2026-full-buying-guide shares smartphone/buying-guide tags loosely but different intent","6","IMPROVE","The most concretely actionable and India-specific piece in the batch (CEIR + IMEI + battery health combo), still let down by zero first-hand demonstration or real device example."
"(not live) /prepaid-vs-postpaid-mobile-plans-which-actually-costs-less-over-a-year","Prepaid vs Postpaid Mobile Plans: Which Actually Costs Less Over a Year","Muthu","SCHEDULED","","2026-10-27","Reviews","money; telecom; mobile","862","Whether prepaid or postpaid mobile plans cost less over a year in India, accounting for family sharing and missed-payment risk","commercial-investigation (annual cost comparison before choosing a plan type)","Comparison","Raises legitimate secondary factors (family-plan cost splitting, recharge-lapse number loss, postpaid credit-bureau risk) that a lazier comparison would skip, but the article explicitly promises a 'cost over a year' comparison and then never states a single rupee figure for any plan, undermining its core premise.","No numbers at all — no actual tariff prices, no calculated annual totals, despite the entire framing being a cost comparison.","none — no operator, plan, or tariff is named or cited anywhere","none — no evidence of an actual bill or recharge being compared","General claims (prepaid usually cheaper for single users, postpaid often better for family bundles, late postpaid bills can affect credit history) are plausible but entirely unquantified — no verifiable numeric claim is actually made anywhere in the piece.","templated batch structure with closing decision table, but the table also contains zero numbers; promises a 'cost' comparison and delivers none — a textbook AI hedge-everything pattern, avoiding the one concrete detail (actual prices) that would make the piece useful; generic enough that it never anchors to a real operator name (Jio, Airtel, Vi) despite being explicitly about the Indian market","none","none found in the master list","4","HOLD FROM PUBLICATION","Titled as a cost comparison but contains not a single price or number, the clearest case in this batch of a headline promising specificity the content never delivers."
"(not live) /how-much-ram-you-actually-need-in-a-laptop-in-2026","How Much RAM You Actually Need in a Laptop in 2026","Muthu","SCHEDULED","","2026-10-28","Tech","hardware; buying-guide; laptops","825","How much RAM a laptop actually needs in 2026 given browser tabs and Electron-app memory overhead","commercial-investigation (spec-priority research before a laptop purchase)","Explainer","The Electron-app and browser-tab memory-overhead framing accurately reflects a real, currently relevant trend and is somewhat more specific than a bare '8/16/32GB' recommendation, but the overall topic and tier breakdown is one of the most commonly written 'how much RAM do I need' pieces online.","No benchmark data, memory-usage screenshots, or measured figures — the RAM-tier table is generic guidance, not tested results.","none — no specific app, benchmark, or manufacturer is cited with a number","none — instructs readers to check Task Manager/Activity Monitor themselves rather than showing the author's own results","The description of Electron apps' memory footprint and soldered-RAM upgrade limitations on modern thin laptops is accurate; no numeric claims (e.g. specific MB/GB figures per app) are given to verify, so nothing is wrong but also little is concretely checkable.","same templated batch structure with closing tier table; generic enough to apply to any market, no India-specific pricing or model context despite site's usual India focus; advises checking Task Manager 'once on your current machine' rather than demonstrating it","none","ssd-vs-hdd-for-a-budget-laptop-where-the-money-should-actually-go (same batch, same hardware/buying-guide/laptops tag cluster, both addressing budget-laptop component priority)","5","IMPROVE","Reasonably current framing (Electron bloat) but no actual measured data and forms a competing pair with the SSD/HDD article in the same batch."
"(not live) /smartwatch-buying-guide-which-features-are-worth-paying-extra-for","Smartwatch Buying Guide: Which Features Are Worth Paying Extra For","Muthu","SCHEDULED","","2026-10-29","Reviews","gadgets; buying-guide; wearables","819","Which premium smartwatch features (GPS, AMOLED, ECG, cellular, water rating) are actually worth paying more for","commercial-investigation (feature-priority research before a smartwatch purchase)","How-to guide","Correctly distinguishes technical nuances (IP68 splash resistance vs. 5ATM swim rating, built-in vs. connected GPS) that a lazier guide might blur, a modest real value-add, but the overall structure and feature list is standard smartwatch-buying-guide content available everywhere.","No pricing data, no specific model comparisons, despite the entire premise being about which features justify 'several thousand rupees' extra — that figure is never grounded in an actual product or price.","none — no specific watch model, brand, or price is named anywhere","none — no evidence of the author having worn or tested any watch","IP68 vs. 5ATM water-resistance distinction and built-in vs. phone-relayed GPS description are technically accurate; no numeric or India-specific claims to verify beyond a vague 'several thousand rupees' price gap that is never quantified.","same templated batch structure with closing priority table; explicitly frames a price gap ('several thousand rupees') without ever naming an actual product or price; generic enough to apply in any market, no India-specific brand or pricing context","none","none found in the master list","5","IMPROVE","Technically correct feature breakdown but entirely price-and-product-free despite being framed as a spend-your-money-wisely buying guide."
"(not live) /how-to-check-a-products-real-reviews-instead-of-fake-ones","How to Check a Product's Real Reviews Instead of Fake Ones","Muthu","SCHEDULED","","2026-10-30","Reviews","shopping; consumer rights; online-shopping","1505","How to spot fake or manipulated online product reviews","informational — reader wants a verification method, not a specific product to buy","How-to guide","Nothing here that isn't already common shopping-advice folklore (check reviewer history, read the 3-star reviews, cross-check platforms) — the same checklist appears on dozens of consumer sites and would be produced near-verbatim by a generic AI prompt on the topic.","No concrete evidence at all — no named platforms (Amazon/Flipkart never mentioned despite an Indian audience), no screenshots, no actual case example of a manipulated listing, just plausible-sounding generalized assertions.","none","none — written entirely in generic imperative/third-person voice with no specific personal purchase or platform story, despite discussing a very concrete shopping scenario","Only illustrative, unsourced numeric examples (e.g. ""4.3 stars across ten thousand reviews"" vs ""4.9 across two hundred"") used to make a statistical point about sample size — plausible but not verifiable claims, nothing India-specific or dated beyond a passing mention of regional-language reviews.","long tail of formulaic 'Why X' / 'What Y Reveals' H2 sections that restate the same core idea in new wording rather than adding depth; no named retailer, brand, or specific product example anywhere; generic enough to apply to any e-commerce market, not distinctly Indian despite the audience; hedge-everything conclusion ('none of this guarantees a perfect read...')","none","none","5","IMPROVE","Practically sound checklist but entirely generic advice-farm content; would benefit from at least one named platform/example before publication."
"(not live) /how-to-extend-your-wi-fi-router-range-without-buying-a-new-one","How to Extend Your Wi-Fi Router Range Without Buying a New One","Muthu","SCHEDULED","","2026-10-31","Tech","home networking; how-to; wifi","1508","Free fixes for weak home Wi-Fi coverage (placement, channels, interference) before buying new hardware","informational — troubleshooting an existing router setup","How-to guide","The core five tips (router height/placement, electronics interference, band/channel choice, antenna angling, old-phone-as-extender) are standard networking-forum advice; correct but not differentiated from any generic router-placement explainer.","No concrete evidence — no measured before/after speed numbers, no named router models, no site-survey app named, just general technical assertions.","none","none — no specific home, router model, or measured result described anywhere","Technically accurate general Wi-Fi facts (non-overlapping 2.4GHz channels 1/6/11, donut-shaped antenna radiation, floor-slab signal loss) but none are sourced, dated, or India-specific beyond generic mention of ""crowded apartment buildings.""","18 H2 sections for 1508 words — very shallow, template-padded structure; formulaic 'Why X Matters' / 'What Happens When Y' subheadings repeated across nearly every section; aluminium-foil-reflector and phone-as-hotspot tips are recycled tech-blog tropes with no verification offered; could describe any country's apartment Wi-Fi problem — nothing distinctly Indian","why-your-wifi-feels-slow-in-certain-rooms-router-placement","why-your-wifi-feels-slow-in-certain-rooms-router-placement","4","MERGE","Substantially overlaps the already-published 'Why Your Wi-Fi Feels Slow in Certain Rooms' article (same core content: placement, obstructions, interference, dead zones) — publishing both invites keyword cannibalization against the site's own content."
"(not live) /how-to-tell-if-your-internet-plan-is-actually-giving-you-the-speed-you-pay-for","How to Tell If Your Internet Plan Is Actually Giving You the Speed You Pay For","Muthu","SCHEDULED","","2026-11-01","Tech","internet; broadband; how-to","1521","How to correctly test and verify whether an ISP is delivering the advertised broadband speed","informational — verifying a service already purchased, with an ISP-complaint angle","How-to guide","Reasonably thorough for the genre (wired test, peak-hour testing, contention ratio, documenting evidence for ISP support) but the individual tips are standard advice found on any broadband-testing explainer; nothing here couldn't be assembled from a generic AI answer.","No concrete evidence — no named speed-test tools, no named Indian ISP, no actual test results or screenshots referenced despite explicitly telling readers to take screenshots.","none","none — despite plausible personal-sounding framing (""the instinct is to call your ISP""), no actual test result or personal ISP experience is given","General but accurate technical concepts (contention ratio, FUP throttling, upload vs download asymmetry); the claim that ""porting a broadband connection has become considerably less painful... in most Indian cities"" is an unsupported, unsourced assertion with no regulatory citation (e.g. no reference to any specific TRAI rule).","20 H2 sections for 1521 words — heavily padded, most sections restate the same idea (test more, test at different times) in new framing; no named tools (e.g. Ookla, Fast.com) despite instructing readers to 'use more than one speed test tool'; generic hedge conclusion; formulaic 'What X Actually Means' subheading pattern repeated throughout","none","none","5","IMPROVE","Solid procedural bones but needs named tools and a real documented example to move past generic advice."
